,Unnamed: 0,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
585,259306,"M. Al Dhulayfi, Mohammed Abdullah Mohammed Al-Dhulayfi",24,51,59,2024,259347,184,72,,GK,,110000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
586,259308,"M. Al Bishi, Mansor Faiez Al-Besheمنصور البيشي",24,59,66,2027,259349,175,69,,RM,,450000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
587,259323,"M. Al Shammari, Mohammed Mazyad Mofrah Al-Shammari",32,54,54,2025,259364,184,74,,GK,,50000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
588,259331,"Athenea, Athenea del Castillo Belvide",23,82,87,2028,259372,160,52,,RW,,250000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
589,259348,"L. Robinson, Luke James Robinson",22,62,71,2025,259389,176,71,,LB,,850000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
590,259369,"Á. Campuzano, Álvaro Marcial Campuzano",29,66,66,2024,259410,185,90,,CDM,,725000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
591,259381,"Nico Serrano, Nicolás Serrano Galdeano",21,70,78,2025,259422,176,72,,LM,,3600000,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
592,259383,"Salazar, Israel Salazar Píriz",21,63,73,2028,259424,177,71,,CF,,1100000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
593,259398,"K. Fotheringham, Kai Fotheringham",21,61,73,2025,259439,169,66,,CAM,,800000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
594,259424,"I. Jensen, Isak Steiner Jensen",20,67,80,2027,259465,185,84,,CAM,,2500000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
595,259431,"D. Nugent, Darragh Nugent",23,58,63,2024,259472,183,72,,CDM,,300000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
596,259459,"B. Calderara, Brian Alejandro Calderara",26,67,67,2024,259500,170,67,,LM,,1100000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
597,259466,"R. Apter, Robert Julian Apter",21,66,78,2027,259507,175,68,,LM,,2100000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
598,1315,"Johnny Cardoso, João Lucas de Souza Cardoso",22,76,83,2029,259516,185,83,74.0,CM,9.0,14500000,22000,€15M,310.0,,,,,,347.0,,,,,,355.0,,,,,,331.0,,,,,,322.0,,,,,,,217.0,,,,51.0,,,,,,1933.0,410.0,1.0,73.0,63.0,70.0,70.0,71.0,1
599,259487,"David Argüelles, David Argüelles Álvarez",22,62,71,2025,259528,175,71,,LB,,850000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600,259489,"Alfonso Pastor, Alfonso Pastor Vacas",23,62,70,2026,259530,190,80,,GK,,775000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
601,259509,"C. Odunze, Chituru Ethan Odunze",21,59,71,2027,259550,200,91,,GK,,475000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
602,259521,"M. Khan, Muheet Shabir Khan",22,48,58,2028,259562,187,80,,GK,,90000,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
603,259527,"C. Harvey, Carlos Miguel Harvey Cesneros",24,68,72,2025,259568,184,70,,CDM,,625000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
604,259529,"F. Orozco, Franco Orozco",22,67,76,2025,259570,165,61,,RM,,2300000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
605,2316,"H. Siquet, Hugo Thierry Siquet",21,71,79,2028,259586,180,70,73.0,CM,8.0,4200000,16000,€0,313.0,,,,,,370.0,,,,,,366.0,,,,,,349.0,,,,,,324.0,,,,,,,197.0,,,,50.0,,,,,,1969.0,412.0,1.0,75.0,59.0,75.0,71.0,65.0,1
606,259580,"Y. Barası, Yusuf Barası",21,64,75,2026,259621,182,72,,CF,,1300000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
607,259582,"F. Gonzáles, Franz Simon Gonzales Mejía",24,66,73,2025,259623,179,74,,CM,,1700000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
608,259588,"P. Wood, Patrick James Wood",21,60,68,2025,259629,178,73,,CF,,550000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
609,1851,"J. Zemura, Jordan Bhekithemba Zemura",24,69,74,2027,259634,173,63,70.0,LB,7.0,2000000,12000,€6M,242.0,,,,,,270.0,,,,,,363.0,,,,,,264.0,,,,,,276.0,,,,,,,197.0,,,,50.0,,,,,,1662.0,366.0,1.0,76.0,39.0,59.0,67.0,64.0,0
610,259605,"A. Shaikh, Arsh Anwer Shaikh",21,52,63,2025,259646,186,74,,GK,,160000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
611,259607,"B. Singh, Boris Singh Thangjam",24,56,56,2026,259648,161,63,,RM,,160000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
612,259632,"M. Bruns, Max Bruns",21,69,78,2026,259673,183,67,,CB,,2900000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
613,259675,"D. Svensson, Daniel Svensson",22,74,82,2025,259716,178,72,,LB,,5000000,10000,,,68.0,49.0,52.0,73.0,45.0,,72.0,64.0,57.0,72.0,74.0,,77.0,77.0,74.0,72.0,71.0,,66.0,72.0,83.0,69.0,64.0,,71.0,65.0,66.0,70.0,44.0,72.0,,69.0,69.0,70.0,,15.0,12.0,12.0,9.0,9.0,,,,,,,,,0
614,259682,"D. Hall, Daniel Peter Olatunji Hall",25,67,70,2025,259723,184,80,,CB,,1100000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
615,259685,"L. Rose, Lachlan Rose",25,60,64,2026,259726,170,65,,CF,,350000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
616,259686,"V. Singh, Vikram Partap Singh",22,57,65,2026,259727,173,63,,RM,,375000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
617,259688,"P. Lachenpa, Phurba Tempa Lachenpa",26,59,59,2026,259729,182,78,,GK,,180000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
618,259689,"M. Singh, Mehtab Singh",26,60,60,2026,259730,180,73,,CB,,230000,3000,,,21.0,21.0,53.0,66.0,28.0,,21.0,20.0,27.0,46.0,42.0,,52.0,67.0,34.0,56.0,57.0,,39.0,74.0,64.0,77.0,47.0,,56.0,55.0,27.0,34.0,36.0,49.0,,58.0,60.0,61.0,,11.0,7.0,10.0,9.0,8.0,,,,,,,,,1
619,259691,"M. Michu, Mirshad Michu",30,56,56,2025,259732,179,75,,GK,,100000,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
620,259697,"W. Angousana, Wahengbam Angousana Luwang",28,52,52,2025,259738,170,63,,CM,,80000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
621,259713,"E. Elmalı, Evren Eren Elmalı",23,72,77,2027,259754,183,76,,LB,,3300000,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
622,259726,"T. Aquilina, Thomas Kevin Aquilina",23,63,69,2026,259767,178,67,,RM,,625000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
623,259749,"I. Machuca, Imanol Javier Machuca",24,74,77,2025,259790,170,68,,RM,,6000000,12000,,,68.0,64.0,42.0,69.0,54.0,,79.0,77.0,64.0,67.0,77.0,,90.0,88.0,91.0,67.0,90.0,,70.0,58.0,71.0,45.0,63.0,,46.0,41.0,64.0,68.0,44.0,71.0,,43.0,43.0,47.0,,7.0,12.0,9.0,5.0,5.0,,,,,,,,,1
624,259793,"G. Villamíl, Gabriel Alejandro Villamíl Cortéz",23,66,72,2027,259834,179,64,,CAM,,1300000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
625,259794,"Robson, Robson Leandro Dos Santos",31,65,65,2025,259835,178,71,,CB,,500000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
626,259828,"J. Tchamadeu, Junior Baptiste Tchamadeu",20,66,78,2027,259869,180,72,,RB,,2000000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
627,259834,"B. Veglio, Bruno Enrico Veglio Araújo",26,66,69,2024,259875,164,61,,CDM,,1100000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
628,259835,"N. Quagliata, Nicolás Quagliata Platero",25,68,71,2025,259876,171,63,,CAM,,1600000,19000,,,66.0,65.0,44.0,70.0,51.0,,77.0,69.0,73.0,64.0,69.0,,70.0,67.0,80.0,58.0,77.0,,47.0,42.0,60.0,34.0,62.0,,38.0,29.0,60.0,70.0,59.0,51.0,,32.0,45.0,49.0,,11.0,8.0,12.0,14.0,10.0,,,,,,,,,1
629,259844,"M. Silveira, Mauro Santiago Silveira Lacuesta",24,67,75,2024,259885,187,88,,GK,,2000000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
630,259855,"B. Viunnyk, Bogdan ViunnykВ'юнник Богдан Сергійович",22,63,69,2028,259896,189,80,,CF,,775000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
631,259893,"E. Morales, Efraín Andrés Morales Badillo",20,59,75,2025,259934,190,77,,CB,,550000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
632,259937,"Jesús Bueno, Jesús Daniel Bueno Áñez",25,65,71,2026,259978,178,74,,CDM,,1000000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
633,259955,"T. Boakye, Thomas Boakye",31,61,61,2028,259996,172,74,,RM,,275000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
634,260024,"B. Castillo, Bryan José Castillo Rosendo",23,65,71,2024,260065,184,80,,CF,,1100000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
635,260035,"P. Koopmeiners, Peer Koopmeiners",24,73,82,2028,260076,186,78,,CDM,,4900000,7000,,,69.0,35.0,64.0,75.0,34.0,,61.0,67.0,65.0,70.0,68.0,,65.0,70.0,64.0,73.0,66.0,,58.0,74.0,81.0,75.0,51.0,,71.0,66.0,46.0,67.0,50.0,67.0,,69.0,71.0,66.0,,8.0,6.0,8.0,7.0,11.0,,,,,,,,,1
636,260042,"John Donald, John Chetauya Nwankwo Donald Okeh",23,66,73,2028,260083,182,77,,CB,,1600000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
637,260044,"Carlo García, Carlo Adriano García Prades",23,66,73,2025,260085,182,72,,CAM,,1700000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
638,260046,"S. Pabón, Steven Jesús Pabón Delgao",22,65,73,2024,260087,179,76,,CB,,1500000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
639,260047,"S. Rabbi, Simone Rabbi",22,66,68,2027,260088,178,72,,CF,,1100000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
640,2322,"S. Sambo, Shurandy Ruggerio Sambo",22,68,76,2028,260099,174,70,69.0,RB,11.0,2600000,32000,€4.8M,255.0,,,,,,271.0,,,,,,371.0,,,,,,325.0,,,,,,288.0,,,,,,,193.0,,,,41.0,,,,,,1744.0,386.0,1.0,79.0,43.0,60.0,67.0,64.0,1
641,260059,"F. Oppegård, Fredrik Oppegård",21,66,75,2028,260100,175,67,,LB,,1800000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
642,712,"R. Drăgușin, Radu Matei Drăgușin",22,75,82,2029,260105,191,80,74.0,CB,12.0,10500000,60000,€11.6M,236.0,,,,,,249.0,,,,,,336.0,,,,,,322.0,,,,,,259.0,,,,,,,222.0,,,,53.0,,,,,,1677.0,371.0,1.0,74.0,37.0,52.0,61.0,73.0,1
643,260094,"W. Viera, Wílder Viera Caballero",22,66,77,2026,260135,181,77,,CDM,,1800000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
644,1319,"C. Cîrjan, Cătălin Ionuț Cîrjan",21,69,78,2027,260141,175,62,67.0,CAM,14.0,3100000,5000,€0,274.0,,,,,,309.0,,,,,,366.0,,,,,,264.0,,,,,,286.0,,,,,,,159.0,,,,62.0,,,,,,1720.0,358.0,1.0,73.0,59.0,63.0,68.0,52.0,1
645,260101,"R. Alebiosu, Ryan Fiyinfoluwa Alebiosu",22,63,69,2026,260142,188,74,,RB,,725000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
646,758,"C. Patiño, Charlie Michael Patiño",20,68,82,2028,260144,182,75,71.0,CDM,17.0,2900000,4000,€0,286.0,,,,,,337.0,,,,,,323.0,,,,,,287.0,,,,,,322.0,,,,,,,193.0,,,,52.0,,,,,,1800.0,377.0,1.0,63.0,48.0,71.0,68.0,65.0,0
647,1,"O. Hutchinson, Omari Elijah Giraud-Hutchinson",20,76,85,2029,260145,174,65,67.0,CAM,16.0,12500000,37000,€4.5M,266.0,69.0,74.0,49.0,72.0,61.0,304.0,82.0,69.0,67.0,70.0,80.0,366.0,82.0,80.0,83.0,76.0,84.0,272.0,77.0,70.0,78.0,65.0,77.0,264.0,60.0,56.0,74.0,75.0,63.0,75.0,140.0,58.0,57.0,54.0,39.0,10.0,7.0,9.0,5.0,8.0,1651.0,351.0,1.0,72.0,54.0,61.0,70.0,44.0,0
648,260105,"L. Sharma, Lara Sharma",24,53,59,2028,260146,195,80,,GK,,120000,950,,,13.0,8.0,10.0,19.0,9.0,,12.0,14.0,12.0,17.0,12.0,,22.0,31.0,37.0,39.0,35.0,,41.0,47.0,16.0,57.0,9.0,,26.0,8.0,6.0,29.0,18.0,34.0,,6.0,10.0,14.0,,55.0,54.0,54.0,51.0,56.0,,,,,,,,,1
649,260108,"M. Solbakken, Markus Solbakken",23,68,72,2025,260149,182,70,,CM,,2000000,14000,,,62.0,53.0,50.0,71.0,43.0,,70.0,64.0,44.0,65.0,70.0,,73.0,66.0,78.0,68.0,69.0,,61.0,68.0,76.0,70.0,62.0,,66.0,67.0,62.0,69.0,52.0,64.0,,62.0,60.0,58.0,,14.0,7.0,7.0,13.0,6.0,,,,,,,,,1
650,260121,"M. Stroeykens, Mario Stroeykens",19,73,85,2026,260162,177,79,,CAM,,7000000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
651,260152,"N. Milleskog, Noel Milleskog",22,66,74,2028,260193,179,70,,RM,,1900000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
652,260153,"M. Krasniqi, Mergim Krasniqi",31,63,63,2024,260194,187,82,,GK,,250000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
653,260154,"John Patrick, John Joe Patrick Finn Benoa",20,63,77,2029,260195,193,81,,CAM,,1200000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
654,260192,"M. Di Cesare, Marco Genaro Di Césare",22,71,79,2027,260233,186,86,,CB,,3900000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
655,260194,"M. Diambou, Mamady Diambou",21,66,75,2025,260235,176,69,,CDM,,1800000,9000,,,48.0,48.0,56.0,71.0,31.0,,63.0,38.0,40.0,63.0,69.0,,78.0,71.0,81.0,58.0,79.0,,68.0,66.0,77.0,54.0,58.0,,79.0,60.0,36.0,59.0,38.0,52.0,,61.0,66.0,64.0,,7.0,12.0,13.0,9.0,6.0,,,,,,,,,1
656,260197,"T. Cavanagh, Tomás Bernardo Cavanagh",23,66,72,2026,260238,182,66,,LB,,1300000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
657,260223,"N. Ohio, Noah Chidiebere Junior Anyanwu Ohio",21,66,77,2027,260264,185,76,,CF,,1900000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
658,260224,"Á. Quiroga, Álvaro Daniel Quiroga",29,65,65,2024,260265,176,72,,CDM,,725000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
659,260258,"D. Gil, Diego Javier Gil Malavé",22,62,71,2024,260299,179,71,,GK,,775000,5000,,,12.0,8.0,15.0,24.0,10.0,,9.0,12.0,11.0,22.0,11.0,,32.0,35.0,33.0,63.0,45.0,,44.0,42.0,29.0,40.0,7.0,,20.0,10.0,8.0,35.0,14.0,15.0,,8.0,12.0,11.0,,62.0,60.0,58.0,60.0,62.0,,,,,,,,,1
660,260302,"S. Al Nasser, Saad Fahad Al Nasserسعد الناصر",23,63,70,2026,260343,172,70,,LM,,925000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
661,260303,"H. Abaida El Achhab, Haitam Abaida El Achhab",22,64,76,2027,260344,172,70,,LM,,1400000,5000,,,62.0,57.0,38.0,61.0,51.0,,69.0,59.0,38.0,52.0,64.0,,83.0,78.0,80.0,51.0,81.0,,52.0,48.0,45.0,39.0,57.0,,67.0,24.0,64.0,56.0,49.0,55.0,,24.0,23.0,26.0,,10.0,5.0,15.0,7.0,10.0,,,,,,,,,0
662,260328,"L. Kerber, Luca Kerber",22,70,77,2027,260369,183,82,,CDM,,3200000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
663,260339,"E. Olsson, Elias Oskar Olsson",21,62,68,2026,260380,193,82,,CB,,575000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
664,1476,"Yang Hyun Jun, Hyun-jun Yang양현준",22,70,80,2028,260397,176,69,71.0,RM,11.0,3600000,33000,€6.2M,305.0,,,,,,328.0,,,,,,379.0,,,,,,330.0,,,,,,279.0,,,,,,,113.0,,,,53.0,,,,,,1787.0,375.0,1.0,72.0,64.0,65.0,74.0,36.0,1
665,260361,"A. Gilbert, Alexander George Henry Gilbert",22,63,72,2027,260402,183,64,,CAM,,1100000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
666,260362,"G. Broadbent, George Broadbent",23,59,66,2025,260403,175,68,,CM,,450000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
667,260363,"Z. Romero, Zaid Abner Romero",24,74,81,2028,260404,192,92,,CB,,8000000,21000,,,42.0,27.0,74.0,76.0,25.0,,59.0,35.0,33.0,51.0,70.0,,79.0,68.0,66.0,66.0,48.0,,41.0,85.0,88.0,91.0,23.0,,72.0,72.0,27.0,33.0,41.0,71.0,,73.0,74.0,68.0,,14.0,13.0,13.0,14.0,7.0,,,,,,,,,0
668,1132,"K. Gordon, Kaide Sheene Gordon",19,63,80,2028,260406,173,65,63.0,RW,19.0,1200000,33000,€2.5M,258.0,,,,,,254.0,,,,,,357.0,,,,,,251.0,,,,,,232.0,,,,,,,67.0,,,,42.0,,,,,,1461.0,318.0,1.0,71.0,57.0,54.0,67.0,25.0,0
669,273,"E. Wahi, Sepe Elye Wahi",21,76,82,2030,260407,181,77,79.0,CF,7.0,12000000,28000,€44.1M,370.0,64.0,77.0,67.0,72.0,86.0,343.0,78.0,66.0,60.0,60.0,77.0,406.0,84.0,84.0,80.0,75.0,82.0,374.0,80.0,80.0,70.0,69.0,75.0,297.0,57.0,28.0,77.0,66.0,66.0,75.0,77.0,25.0,29.0,23.0,51.0,13.0,7.0,5.0,12.0,14.0,1918.0,407.0,2.0,84.0,79.0,67.0,79.0,31.0,1
670,260368,"A. Özçimen, Arda Özçimen",22,62,71,2026,260409,198,86,,GK,,775000,6000,,,12.0,8.0,14.0,21.0,6.0,,10.0,12.0,13.0,22.0,11.0,,31.0,20.0,53.0,50.0,36.0,,46.0,42.0,39.0,42.0,9.0,,30.0,9.0,4.0,21.0,17.0,39.0,,5.0,13.0,12.0,,64.0,61.0,61.0,59.0,68.0,,,,,,,,,1
671,260369,"N. Iino, Nanasei Iino飯野 七聖",24,66,69,2023,260410,173,65,,RM,,1200000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
672,1219,"J. Fujita, Joel Chima Fujita藤田 譲瑠チマ",22,68,77,2028,260464,175,76,68.0,CM,9.0,2600000,9000,€3.6M,261.0,44.0,56.0,50.0,72.0,41.0,294.0,66.0,45.0,53.0,68.0,68.0,346.0,76.0,60.0,73.0,60.0,78.0,325.0,65.0,69.0,67.0,66.0,59.0,307.0,69.0,68.0,57.0,66.0,51.0,51.0,196.0,58.0,72.0,69.0,56.0,12.0,8.0,15.0,7.0,14.0,1785.0,381.0,1.0,67.0,57.0,61.0,65.0,64.0,1
673,260425,"İ. Yüksek, İsmail Yüksek",25,77,81,2027,260466,183,77,,CDM,,13500000,43000,,,63.0,53.0,69.0,76.0,45.0,,71.0,69.0,58.0,75.0,77.0,,76.0,72.0,77.0,72.0,69.0,,73.0,80.0,85.0,74.0,66.0,,82.0,79.0,62.0,68.0,48.0,64.0,,72.0,77.0,75.0,,13.0,15.0,8.0,14.0,13.0,,,,,,,,,1
674,260432,"T. Wright, Tyreik Samuel Wright",22,63,67,2026,260473,179,72,,LM,,700000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
675,260433,"Kim Bong Soo, Bong-soo Kim김봉수",24,71,76,2025,260474,181,74,,CDM,,2100000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
676,2325,"J. McGlynn, Jack Ryan McGlynn",20,68,81,2025,260479,180,73,70.0,CAM,13.0,2900000,5000,€6.2M,273.0,,,,,,356.0,,,,,,346.0,,,,,,311.0,,,,,,274.0,,,,,,,173.0,,,,42.0,,,,,,1775.0,378.0,1.0,70.0,53.0,71.0,68.0,56.0,0
677,260456,"Lee Kang Hyeon, Kang-hyun Lee이강현",25,64,64,2025,260497,181,76,,CDM,,575000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
678,260504,"B. Craig, Brandan Andrew Craig",20,55,71,2028,260545,185,72,,CB,,325000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
679,260506,"Q. Sullivan, Quinn Krippendorff Sullivan",20,69,83,2024,260547,180,69,,CAM,,2500000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
680,260517,"R. Khadra, Reda Jousef Khadra",22,73,79,2027,260558,180,72,,CAM,,4900000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
681,260526,"O. Sæter, Ole Christian Hammerfjell Sæter",28,67,67,2026,260567,193,80,,CF,,1000000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
682,260552,"G. Abrego, Gonzalo Damián Abrego",24,72,77,2027,260593,184,75,,CM,,3500000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
683,260616,"P. Rothrock, Paul Rothrock",25,63,64,2025,260657,173,70,,LM,,475000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
684,260628,"C. Hayes, Cian Hayes",21,63,68,2027,260669,168,73,,LM,,650000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
685,260655,"L. Urbano Dias de Lima, Lucas Urbano Dias de Lima",22,57,68,2025,260696,189,80,,CF,,375000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
686,260682,"R. Street, Robert Nicholas Street",22,62,67,2025,260723,188,78,,CF,,625000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
687,260683,"M. Ferkranus, Marcus Ashton Ferkranus",21,59,69,2026,260724,183,84,,CB,,425000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
688,260693,"C. Wallem, Conrad Wallem",24,71,75,2025,260734,180,73,,CAM,,2700000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
689,260737,"F. Tongya, Franco Daryl Tongya Heubang",22,62,72,2027,260778,175,71,,RM,,900000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
